credit_utilization,open_accounts,missed_payments,monthly_rent,active_subscriptions,race,credit_score
39.96895147105346,10,1,9306.297711603394,1,C,665.6891222867926
49.63317690683539,1,0,14517.03745877575,4,B,545.034042874562
27.81238643232065,2,3,6199.710893764621,1,B,574.3663639305051
32.215115350042744,4,1,5835.08670446582,1,C,630.7938316752692
18.404975389909577,4,0,7630.15098074313,3,A,665.7907284595873
17.056900638789937,8,0,7086.654887012414,3,A,715.3029336667038
47.18788733591297,6,1,5000.0,2,C,592.2784399468823
55.34360042856235,2,2,10623.29347481084,1,B,534.6036969037293
33.91984817629499,6,0,6994.296376998372,5,C,629.4710723377411
50.052993468380365,8,2,5828.353379047482,1,B,574.7980336598251
40.424540375714514,8,1,6097.30989331319,1,A,626.4245765674251
25.323203680923136,2,3,26255.86202348412,1,B,609.0942933683693
40.42093408262621,5,2,11936.733025919557,0,C,622.4634592854728
58.07054849698954,4,1,6838.007534981124,3,B,535.735807176901
34.46260941335073,3,0,5000.0,2,B,649.0885742320608
58.469654837210086,8,0,5000.0,1,B,585.7119145673695
5.0,3,1,8461.192465831908,1,A,674.0725397395252
47.32853756562836,7,2,7006.884916207181,2,C,554.7183597979256
36.30570602357257,2,0,5000.0,1,A,631.0491998756605
30.51488974301198,1,0,7585.663419427742,3,A,620.5946624674201
36.37641164803254,5,1,5583.944090069711,2,C,652.3461093076567
5.186466280986608,4,1,5880.58901978622,4,B,696.0376137086184
31.70492168243732,4,0,7430.440248486404,5,B,611.5557483405506
40.3566885726762,4,1,5000.0,1,B,610.4080210840507
57.16841067112274,3,0,5000.0,2,B,560.1758519003421
27.22594672589529,1,0,5000.0,3,C,609.7350027153838
22.872595956602186,2,0,6617.512157597264,1,C,621.179156941218
27.473644346231954,3,1,5000.0,1,A,644.6677021847045
48.731031765531114,4,1,24224.19878581183,5,C,552.005062493193
39.93126664489527,2,0,12922.743232145986,1,A,607.2307084192295
27.05359694349442,6,1,11613.220564611016,4,A,620.6306739867416
42.699011496700344,5,0,5205.3336643778075,2,C,616.0363449763701
36.456163240220604,1,0,5302.1599431989425,0,A,607.6092374572189
49.529674857993335,8,0,5000.0,3,C,646.0210111803867
24.469203591839715,6,1,20316.685724416893,2,B,660.4665546604377
30.085067801033478,1,0,15862.216586556275,2,A,617.3264767912887
29.118377703017636,9,2,11340.782742792226,0,C,653.9954605477104
13.047275778018221,3,0,7627.176682435471,5,B,652.0955786992694
39.44180415596864,9,0,6673.4447280677805,0,B,675.7358146004292
38.91582908269834,4,1,10435.381301272584,3,A,614.2675309309641
35.07670184963691,3,0,18013.337514602317,2,B,647.9934917879298
31.481192999372787,7,0,11174.762214255501,4,C,702.3955884929276
13.769438869243785,5,1,5000.0,2,A,642.3266799858359
28.690320158519615,6,1,5523.76003130715,1,C,691.3266406850229
29.859282252098456,3,3,10239.306437137602,4,A,563.024834411963
22.965840961675717,7,0,5261.45669374724,3,A,675.4252046335909
32.580714325009865,5,1,6403.033098984691,1,C,611.4558996755081
41.060762852218076,8,3,17244.118196211108,2,A,570.3858940653723
63.292788518157955,7,1,6925.292156362234,5,C,552.110870225944
37.61866719247758,3,0,5000.0,1,A,606.3367480970167
38.86325586084146,5,0,34299.10484136345,1,A,659.7206802641643
33.883311263507494,9,0,13958.358600420974,4,C,711.7109276292191
6.2184317705143775,5,0,7849.244583314141,2,A,716.7004159852585
34.602291868261744,6,2,8073.7064343022375,2,B,615.9882113334521
35.9034531491154,4,0,5000.0,1,B,618.3293367208814
71.94863168727929,6,1,6657.638068668329,0,B,574.8641717923053
32.114585528283165,6,0,5585.49328304151,2,B,619.7090721407891
39.523210135004184,5,2,8508.930559116056,1,A,538.0208504496106
34.47932345442135,6,1,18285.080188850687,2,C,647.5123066377757
17.46982943570702,4,0,10097.635886322869,2,A,682.9190641950809
52.14234221772531,4,2,22362.76238715788,2,B,595.2698469230342
46.27899549030161,7,0,5000.0,2,C,589.5754463281664
46.865479205645705,7,0,5000.0,4,A,637.4170591349373
21.359188178078917,5,2,15078.48181902093,0,A,641.3784617674568
56.041914664041485,3,1,8535.74758057103,5,C,555.4087697242898
13.972234058115786,3,1,10235.873823022856,1,A,627.9013569204893
43.80285640700406,3,0,7994.795591987241,2,A,625.1384286114866
67.85683438714968,2,0,8933.689651220957,2,A,515.1446015471596
20.141955123039676,6,0,11429.566985004001,4,B,706.9973365856307
26.50553405595842,3,1,9194.801663199096,3,B,604.7824568987849
36.49477047631462,3,1,6089.597089085012,3,B,590.159100104106
27.447865188257012,11,0,25980.448247424738,1,B,733.1329482017036
11.74004853400801,4,2,8494.450358141945,1,B,626.527427088782
36.02844462209041,10,3,7333.922758880341,1,A,630.5697244241765
19.065444294108428,8,0,6817.5633185506085,0,A,747.0689231995121
42.10388645952772,3,1,9608.867783721607,2,A,553.8058553045767
21.20863648649295,7,0,7177.562301405726,1,B,687.0896446318991
58.2490160752631,5,0,5000.0,1,C,587.0951076844433
23.251200614956442,3,1,7136.157771732455,4,C,591.228832877601
30.169077256914868,5,0,5000.0,2,A,654.165510174185
47.202758260545046,6,1,9262.680546611296,1,B,620.4985588369531
16.53703525349067,5,0,7982.170974359871,3,B,658.3114974527281
38.41189901906194,5,1,5814.440407589202,2,B,653.4489115616448
54.60714131423642,2,0,12971.691182413686,5,B,561.4003797620279
10.887751481581587,6,1,7822.109522331602,1,B,693.1959529897728
37.769507877984566,5,0,6711.301586251449,2,C,644.8114367314569
38.89824191372635,4,0,6761.14133105792,1,C,603.1591394886609
46.72734307665965,7,0,6685.969199152434,0,C,610.7757246560479
16.445739336828773,5,0,10440.29712107857,4,C,703.2572191769665
15.193150803735856,6,1,5487.84218655181,0,A,719.5665847474552
42.829123484253465,6,0,8392.952500495929,5,A,636.866845592336
39.45477009849779,6,1,6297.943270152701,6,B,574.6572510752704
38.75739275518815,3,1,5875.0800025278895,2,C,579.3850477510505
40.19672314245464,5,1,10263.032925398724,0,B,613.861451086682
24.79962917632264,4,2,5076.980272299604,0,A,574.4996535441293
38.48380545741505,8,4,10513.329262599562,3,B,546.0466463404192
39.39608709948022,3,2,9460.053721183333,2,B,571.4234103653107
24.28472872960448,2,1,15735.283410691602,3,A,617.0989524911519
62.98661766717135,1,2,5000.0,3,A,479.78763307886067
42.10749381367681,7,1,13487.532327496123,0,A,644.8745661246302
17.130447541960272,3,1,6965.57910410338,0,A,688.0634374013172
44.84830412950745,2,6,5000.0,1,C,435.05852550458303
20.379774946590178,4,0,5828.364415587339,2,B,657.3094872406625
46.80626905613678,6,3,10466.647590717275,1,B,467.74080887654634
52.37893368511106,2,0,7762.33988284677,0,B,634.6351432213241
22.689765224724344,7,2,15897.21272908269,2,B,628.6942679284308
49.45064193866483,4,1,6841.969526729072,1,B,592.7943753650429
41.191713904047475,10,0,7968.702924521943,4,A,639.1236759397054
47.33090239991735,8,2,7387.498870685765,2,B,592.3915096804941
63.45189473980921,6,0,5000.0,1,B,610.8109313191883
31.319178259956942,7,0,7987.583650042652,1,C,660.1646374970061
23.693957534637658,3,2,7261.969114524475,2,C,618.5408664952838
21.657283555617152,4,0,8465.910145260897,2,B,625.0319884476789
22.762845725518424,8,1,8347.034929968615,3,C,679.8741611342027
33.84347435878844,5,0,8109.968312605808,1,C,635.6303620644255
40.117279622249654,4,0,8503.503377486451,3,C,635.0142154167761
39.150361989950284,4,1,14041.398565154437,5,B,597.3344805614769
47.40774873554036,5,0,5000.0,0,C,700.8502880532883
35.19502837816861,5,1,5642.383900867058,2,A,642.1919759005792
56.803011157359755,4,1,16455.5133868804,0,A,618.1761775128933
31.03014750143066,3,1,15295.781151455983,1,A,635.830326473012
75.80253749884429,6,1,9223.385244631154,2,B,543.7238874291247
44.385010216475095,8,3,22293.984417557607,3,C,525.0595299261056
22.142636653755762,5,2,10346.354209877521,0,B,677.1952559573589
18.936612529083316,5,0,20680.589164841527,4,C,722.5449643136641
42.237086228647776,3,1,16812.399357505416,2,C,596.871497902514
31.648058220112237,5,0,18283.760367976498,2,A,642.8365047815522
45.710007411381376,5,2,5000.0,2,C,556.5540472529053
42.09856436860317,10,0,11317.572744918849,1,C,671.3940357940833
33.90756631014691,4,0,7772.702382207631,2,B,622.1592092621339
22.298094228973927,4,1,5000.0,2,B,647.2068013443543
12.27729162971203,9,0,15804.59294471806,1,C,761.1826145116372
28.302275718994682,5,2,14722.998952374803,4,A,596.1805030406083
47.84598191485208,4,0,7535.379714307305,2,C,622.7853773911544
38.21140616195306,2,0,5949.93295233742,1,A,649.7082845170142
16.31391831932018,4,4,8341.615800452279,2,B,571.6997366146187
37.59771388776773,4,2,5000.0,1,B,630.9572637793268
40.77976069593255,5,1,5000.0,1,C,663.5689420254326
21.742138456983007,2,0,6975.998984263871,3,A,679.5102319212064
37.305876589182915,8,2,11023.496178469362,0,A,636.841701077749
35.87313077669,3,1,7385.80196387997,1,A,588.1118009348622
17.855445532540653,5,0,6136.996990569709,1,C,705.6132454558259
40.36681040522425,4,0,5356.552824850545,6,C,604.1313831215466
43.41176789552352,5,0,27426.75831595433,2,C,685.8227835393848
51.245768647629156,7,0,5000.0,4,A,598.449021345691
50.80703078052355,6,1,5000.0,2,C,573.7987232815892
14.334959480643635,7,1,6076.340462727087,3,B,717.6377615299942
20.93262440127316,3,2,10497.861286439056,2,B,609.4914725093828
42.7255290081299,8,0,8553.360446940434,4,A,635.6601139499961
42.706789263683135,3,0,5566.50006163234,1,C,606.3828590535021
42.725715294590714,6,0,8920.941698105447,3,C,634.2119568806378
92.79097235982081,6,0,14108.257780718825,2,A,530.3743736893767
43.56335766039751,6,1,8973.48223902627,1,A,618.3566298920224
52.03348460270898,3,0,8751.091781612131,7,B,559.405230148042
49.310026452398034,1,0,8765.671633732423,2,C,588.6466723707932
44.77086876958697,6,2,5580.828717498871,1,B,557.6675710020849
30.270961330394815,5,0,10144.769041533982,1,B,695.2686816328636
46.384538307399005,2,0,13642.370200494579,1,A,633.5440412855316
23.407621781936424,4,0,15932.481905725706,0,B,700.3805625856255
31.447720898899867,10,2,10045.11478787887,2,B,622.9574807465821
27.719546782563448,3,1,8162.837313630576,2,B,651.8809275618149
36.22811209079484,11,0,20709.86925453523,4,A,675.9918244370601
69.71987850010262,2,1,8605.591882897685,4,C,498.66506258846505
6.991022111123776,3,0,6360.995063569946,2,B,688.8789236938846
45.2939028556177,3,0,5741.364576475795,1,B,613.1732865420172
10.809261932155222,2,1,5421.5220413556945,3,B,615.2045016001314
27.921022013158495,3,0,6300.317204490418,1,B,674.7204565045556
51.334258954510496,6,0,21231.70840403169,3,B,621.8672601005003
35.96420028643194,6,0,5550.539030648842,5,B,648.0073454528026
18.83382833106041,7,0,17385.319307057234,2,B,687.7159514710958
24.270444361100477,3,0,7312.328489814378,1,A,674.132511406268
45.19396623402014,5,0,13642.974049121109,5,C,601.4953542066493
24.04450052424295,2,2,5000.0,1,A,595.5439940715839
38.246878843729625,5,4,8031.180632059962,5,A,524.4371664133579
35.68357759855721,4,1,5000.0,2,B,628.6348170155909
25.225994785912746,1,0,8193.293774512316,0,C,641.3048748759821
67.15916133987989,3,0,12008.828378884327,2,B,603.9054792105454
44.50878533477017,3,1,13138.976412349446,1,B,591.7684968310965
5.0,8,1,8084.546724737226,1,A,771.5138478920559
37.796814721541416,10,0,6773.6881193935415,3,A,648.2325767369978
25.07320302847418,4,0,8464.077234620177,4,C,637.4295525237787
47.78650002194336,5,1,6087.528983745952,2,B,540.4278898853304
23.11218892350949,6,0,6083.278453968744,2,B,678.7050100297995
33.278953377996515,3,2,6607.178473952076,0,C,631.9291757045936
42.57480918470686,11,1,9080.983828499868,0,A,638.5510861453721
47.98632791255182,5,1,16615.43509912188,1,A,622.5198776520702
16.995553894163358,5,0,15513.737970628894,0,C,690.5254652988876
29.982481462385774,3,2,6909.622614778965,2,A,600.9841297819289
27.875820332585658,7,1,5390.1946021973,2,A,671.6386002739579
25.20006151139432,2,1,5617.499526606711,2,C,676.6788323760769
61.481813604216455,5,0,5000.0,4,A,601.2483926921245
41.07472566441433,4,0,11660.757409141032,2,A,621.0993572923676
16.086740684974323,6,1,5000.0,1,C,638.0688233806492
48.767929205821645,4,0,5000.0,2,C,620.2544877428744
66.8323429551895,5,3,11666.433107322262,1,B,547.9583705080064
50.486978908267204,3,3,11415.630906214663,2,B,527.0933715724494
12.209450510689798,5,0,5000.0,0,B,700.4637462204577
27.73648890700623,6,1,9426.666082445303,2,B,665.7602582895713
54.00366723779934,3,3,5000.0,3,C,502.17741562335783
24.38495801571829,7,0,7718.016544161702,1,A,685.1181140903456
41.657291422193424,4,0,9695.802157034503,2,A,634.0738437544303
46.61951080144005,2,2,11462.038433631238,2,C,571.1404078586974
21.096042926328757,12,0,9878.279897449556,4,A,684.6834691909246
34.107119659073,4,0,5000.0,0,C,612.2896628717413
5.0,2,1,9424.856195213415,1,A,645.9360937682125
19.634185379985652,7,0,24111.400572500046,4,A,668.0032568348321
31.211477729102594,1,0,9861.322225954005,3,C,669.0697857629342
16.283252270527257,1,1,5000.0,2,B,621.6420172153543
59.48616955897453,3,0,5681.272366870431,2,B,590.5317972599654
13.54787933059051,10,0,6274.167055188037,5,B,689.7462867570987
28.399332699545244,2,1,5000.0,2,B,596.5366188123036
36.96110865929137,9,1,8521.195819290617,3,A,664.9804857312396
56.619099335991734,3,0,6800.807067182537,0,B,555.4886741080239
13.462067732308409,6,1,6961.963719884941,1,A,716.3079903444592
52.447456282324396,5,3,7613.970488753792,1,B,541.0619501016707
35.1534959152938,3,0,5647.433467249255,2,C,633.7748607609857
20.277370234280735,8,1,12425.56482610824,2,A,704.9118452440226
41.93155211394906,4,0,8883.740527163347,2,A,660.5465501550206
37.98589543360205,5,1,6204.990487261054,1,A,599.9563553595356
25.99674684261808,4,0,10122.223810818128,1,A,630.7608440006663
36.04703127485028,4,1,9679.30595218126,0,A,588.1081765484374
29.2202960470736,3,2,5026.630049207507,3,C,586.2210528037801
36.70276017876872,5,3,7431.814936286225,4,A,528.5863337960276
44.9319601178157,3,0,7426.3528090755535,0,B,594.5074866083821
58.79025224218028,7,1,6047.401598908754,4,B,579.2872072076594
16.432767517597263,2,1,5000.0,1,C,662.5524055379319
66.995500619844,7,0,5954.30057036667,1,C,590.6893102539079
5.718683007162472,4,0,15262.744907499631,3,A,693.9742879479975
32.72322357446625,3,0,5857.581285106147,0,C,658.7724131971726
43.82475809726864,3,2,12701.718102383666,2,B,535.5111961191365
39.21487801602549,8,2,7961.300306920407,1,C,630.4783397841196
25.659507202691092,10,1,8811.696525594198,4,C,680.9098199652145
31.87816624464087,5,2,5000.0,1,B,642.9091056773636
27.604985980117505,8,2,14501.016598968186,2,A,592.3219617032762
26.159528645836822,1,0,22699.08195564575,1,B,667.8661001108989
47.74403145531537,6,2,5715.319697145134,3,C,580.9589974117737
40.35523228947571,2,1,15549.109091653305,1,B,641.6056866207531
24.606356071090186,4,0,5000.0,3,A,647.984676079866
48.49399813149876,4,1,7887.98738241067,1,A,588.2444549432936
39.60949281314914,8,1,5000.0,4,A,609.1570686780707
47.1929317825844,7,2,9785.921573766278,4,B,559.0563344272826
44.44443262885418,4,1,7317.000241914876,1,C,579.1683798482649
22.56507483616891,7,0,7899.737317844139,5,B,638.565045407681
26.597284397045456,5,0,15614.759878217326,6,B,620.6597817487235
46.20940407684893,7,0,15089.626683639664,1,A,659.6955446635267
44.155553981501974,3,1,7434.599128219634,1,A,572.88272453854
34.68647609053778,4,0,14096.01824479357,3,A,651.9203411088354
36.75991074963173,8,2,14402.823599437552,1,B,624.9342061747799
54.16497343682637,7,0,14111.279406564307,3,B,627.9230696252911
26.12642916746255,2,3,8724.33899584663,5,A,564.2772024639312
43.20646071755056,2,0,9559.542616853978,2,C,601.7678363428925
31.96711021349159,6,3,7031.643805163005,5,A,590.2594180309565
31.734781951591696,8,0,26030.112029536576,4,B,698.58370154859
51.48165277980785,4,0,9892.203973574427,3,B,567.2531743822984
47.38124523482045,6,2,7777.003352792351,1,B,567.0036084597613
47.20264454000958,8,0,10420.99808079058,1,B,642.1676309673496
54.582182107314935,6,1,9281.817576754882,1,C,620.0986971168525
35.31505762449139,4,1,22724.927321571842,2,A,655.4074231971886
45.22929456942446,6,1,8014.770756648638,2,A,613.788815075741
30.34599865109816,6,1,11882.703018905548,1,C,684.9429996680119
39.86249528732663,4,1,7633.172914000074,0,C,611.194191119218
33.047854184484734,4,1,5000.0,0,B,670.8484868243886
36.45493947489077,5,2,8109.015033947603,2,C,617.3813300769745
43.9273553815537,9,0,12415.906122689412,2,B,662.1965107314749
22.72668975149791,5,0,8673.05892816122,1,A,698.5734839061164
66.3858091352819,6,0,5000.0,2,A,612.8440948361567
19.90973927750447,9,0,17901.398313934664,1,B,710.9006518361258
16.78717080818402,3,1,5000.0,1,A,638.3456678265328
52.37166310250102,10,0,5505.538605368844,2,B,655.7922775126237
46.87494040944404,7,0,5000.0,2,A,628.0787241144106
44.36179725578233,6,0,5000.0,2,C,631.4826853629902
44.4251826389642,5,0,8287.463407860238,3,B,656.9953775547369
34.81629840729628,5,2,10998.119385315385,0,B,594.9293795915258
21.541184427712526,9,2,6042.238875311721,2,A,675.1762151375463
36.137068372905894,7,1,10744.741688836762,2,B,641.82218896489
24.842574327318324,7,1,11902.930929301989,1,A,640.7665290109446
49.626796001266264,5,1,6874.194750443205,4,B,541.043221244169
32.79413927746792,2,2,5000.0,0,B,536.5944918896803
22.617542048112327,5,0,17274.364480499196,3,A,660.5501141565439
30.179212375205097,4,1,5794.61451982398,1,B,605.2417700800368
41.193971814134365,7,0,5000.0,1,A,654.3838333703635
26.544131707940377,3,0,6670.699481954221,1,A,663.1716197093526
22.666694066503528,3,0,10849.37469678222,3,A,610.8917391331755
38.65530817237868,6,0,11693.687480111279,4,A,579.837646590511
38.674498566630845,3,0,5000.0,1,C,644.7104253001991
27.395852369433054,5,3,5000.0,0,A,592.5374875950769
27.93442541572516,3,1,9442.248852134559,3,C,594.7793036648293
38.480749060364545,8,0,10492.953959679748,1,B,662.778029662721
13.278734877540138,3,0,14171.112212146198,0,B,711.3295880068065
13.888043384351672,7,0,13381.263209508254,3,B,726.6674785105662
24.22333668121346,5,1,8719.6714757856,1,C,653.5360188812891
31.79829272432229,6,0,5118.957546148252,1,B,673.2109738482457
39.66361348397007,4,1,6365.752436049351,1,A,634.5842728419093
57.13034325424328,6,0,7176.170801269945,4,C,611.1024339655729
47.86489434803029,7,1,5127.234493754948,1,A,642.1458411863092
32.60092205054859,10,0,13911.7347046256,2,B,658.3841421648874
34.71475688145967,7,0,13547.12445264943,3,B,586.6820549278048
19.962059530432867,6,1,5000.0,3,C,632.3458174250504
34.72230296011415,4,1,6899.199418094768,4,B,622.1447257429422
30.670120416197932,6,0,22722.020145643928,2,B,670.6962245616425
39.84077840507134,2,0,14493.293926240018,2,C,650.5684385207478
22.591535846715157,2,1,8902.670598529843,2,C,597.3168490559088
42.79019771361759,3,0,14015.765362559967,1,A,607.934236465265
57.99108369503867,9,0,18484.67328629065,1,B,649.0907864448711
33.36859777314714,4,0,8495.61349355162,3,C,640.76568202813
41.02567583148412,7,1,5000.0,2,B,626.1985679956795
45.352159875666686,8,1,12454.480448777913,3,A,610.6732978548432
28.981692921712455,6,2,12781.274629375579,1,C,625.0014855798333
38.36138722715625,3,3,5000.0,1,C,598.2390241966323
35.18888601172692,6,2,9230.38189855331,6,B,569.4248395473454
36.465141478232475,3,0,5457.082839448241,1,B,663.1661688423384
23.404853242168002,7,0,5000.0,1,C,691.5680624412015
35.36765261388414,6,0,9048.458985906522,2,C,681.0477231284125
42.46997436868174,2,1,16748.56730974454,2,A,587.0459488500371
56.767154116925624,1,0,9514.938779288945,2,C,566.6156688452795
49.3890623912781,2,0,8852.386604800511,2,C,591.9157425797051
67.29773686267335,5,1,5000.0,3,B,561.3470227755286
23.489786556679256,4,1,11093.75341765484,3,C,596.7299590138763
48.08480955081017,5,0,6144.014962444379,1,B,614.4778826755104
37.75013008607527,8,1,5491.775429549715,1,C,659.8095265110582
67.84704399826508,4,0,12595.75334667133,1,C,575.1692929928788
22.875525719672726,6,1,5000.0,2,C,634.0752556549696
22.40417236728836,3,1,7288.764575400498,0,A,648.282579754783
26.00911031833967,4,0,5000.0,2,A,676.1481164672426
5.0,8,0,6976.1945710470045,3,A,754.5691976928177
27.113674674788584,5,1,5000.0,4,A,594.1454458636808
23.61301007669453,7,1,10623.286921159817,4,C,688.7556575790777
37.25590679714311,2,1,9848.648810836525,3,A,571.3134450066946
40.12633963665739,5,0,24062.719406453445,2,B,642.2865848735657
63.14256258823829,10,1,9146.893126052546,0,A,585.8300951788202
49.256357572790755,4,1,5161.134417146644,1,C,595.6180087334218
26.346445165063955,5,0,13304.208567008405,3,B,648.5274541328857
21.52377992977463,3,0,13153.594437643047,2,C,651.4117231387614
42.37878757259759,3,0,15574.00404545331,5,C,607.3539609824472
15.196501894690368,8,1,5000.0,1,C,689.0866875369965
62.47188148781531,3,0,5707.103365637514,4,C,538.446985107966
52.69160181081931,7,2,5147.242306122797,6,C,525.9722678857258
27.96236521842943,8,0,17401.42053502441,3,C,695.921535173395
9.302982063636831,4,0,12121.92141928017,2,B,666.6316746936824
55.3080856124812,5,1,14260.207660808306,2,B,588.6526415178018
33.28190232121073,6,0,5000.0,0,B,644.2857291897036
53.56724467960193,1,2,8658.394280693437,0,C,558.0612436239676
11.083585118084493,2,1,5000.0,1,A,693.6292505372327
26.009374655693406,3,0,5000.0,2,B,629.6535928324209
35.07865549577275,4,3,8619.344059207124,2,A,543.1484864200543
35.70470890647113,4,2,9053.020165061074,0,A,653.9147156130049
28.249017927811344,4,2,9864.306125706453,0,C,641.5819738021622
44.34274898521248,3,0,5853.8677628119085,3,C,595.4626821916964
18.985693559261083,5,1,10023.486815519027,1,B,664.2682320045225
32.8643077246806,5,1,8121.7857313001305,1,B,605.1729372319866
36.804434475678484,2,2,17765.54504024586,1,B,533.2678718266825
42.71658251088124,6,1,6546.533139628112,0,B,625.9715539566895
45.674223171333345,3,0,5000.0,4,C,579.4240232660959
18.130368622431966,4,2,11030.142371714537,2,C,644.8963741295189
11.988287438965665,3,1,9584.710521478904,3,A,651.693453308235
54.16515232847764,6,1,5193.047622125788,4,A,560.2774402108242
39.98471017969388,4,0,6882.58458481702,2,C,618.3702836082334
23.772701951651698,1,0,8928.142450332647,2,B,601.9760026536143
58.26727963283784,9,1,6702.932546974193,4,C,553.5218519486467
36.73511951439288,7,1,5000.0,3,C,594.8246974890493
52.689457760957396,5,0,7333.04149217544,2,B,626.1296603164608
36.01277722115164,4,0,12609.006645605376,1,C,662.9826418632057
65.91121887322981,2,3,6762.79028648426,3,C,479.65719187623864
61.33011263664807,4,1,9008.10631676176,2,A,600.7014487706319
31.265537772813897,5,1,7400.228054785046,4,A,619.8651895371352
49.57356426431533,4,0,5000.0,2,A,607.6104611683669
44.680639243777215,6,1,7683.4088987845125,1,A,602.5893272791158
55.52947336298523,3,1,6485.82895067251,1,B,563.1493094358534
20.52614809129843,7,1,11840.266067441422,1,C,656.380360182912
45.29077189997659,5,0,15027.945819088514,4,C,642.2905273119487
50.876367302743816,6,3,12592.384348078907,1,A,566.6131483535142
8.618907703653285,7,2,5610.615555165677,2,C,663.1453188265472
17.251122310013372,2,0,5000.0,0,C,673.847740620592
5.0,6,3,5000.0,1,A,682.8009717260995
30.958897483331636,4,1,8819.161227664912,1,B,649.6673352158462
45.76313383693943,6,1,5684.036944836503,3,C,576.2788250723877
57.53535578144042,3,0,5000.0,3,B,537.1123644396491
36.111421706296625,6,1,21610.729774716183,3,C,620.8562354916124
59.42923318356938,8,1,10333.100555677554,2,C,597.0700562852347
14.29847812677663,3,0,9586.281755330841,3,A,628.4397569156324
9.44926340967268,7,0,9350.056823647748,2,C,674.1551029711675
34.16678451655072,15,0,18203.834779675253,1,A,722.691321590414
40.76098173408961,7,0,7453.814686946714,2,A,666.738033441052
34.509578778588605,6,0,11035.920353676762,3,B,654.0967961841363
5.0,3,0,12729.739062894952,2,B,704.118360110522
33.66319940730818,2,1,20514.1713678,1,A,610.8905704606588
